Rating,Review
10,"I have become quite fond of Laurence Olivier in the past few weeks, and was thrilled when I discovered this gem. I have always found it wonderful when I run across a film where I do not have to have my finger on the remote control in case nudity rears its ugly head.  The Divorce of Lady X is charming till the final scene, and must have been a true delight for viewers back in 1938. I only wish people today could accept and love true humor instead of the horrid trash talk people now call funny.  The Divorce of Lady X is well worth anyone's time."
9,"I think Charlotte Gainsbourg is one of the best performers in the world. I can't understand why some people say she's not. Boring....??? Maybe the one who said she's boring is because he/she is boring. She's a great actress and the movie was excellent. It has lots of wonderful ideas and very good performers. The direction was great. I imaging myself in the French environment with all the sophistication and perfume, flowers, churches, problems, etc. When she goes to the sister's shop is simply amazing. Everything's great. We have a very good actress, wonderful, for long time. Alain Chabat and Bernadette Lafont are perfect. I like him more than in his next movie LA SCIENCE DES RÊVES. And Eric Lartigau did a very good work.  Ana"
3,"Slaughter High the tale of revenge by a nerdy guy who fell victim to one of the coolest and coldest jokes in cinema history. Unfortunately after the promising opening the flick went straight to hell. A very tedious and redundant mess with mediocre slashings and a final half hour that sucked on a whole new level of suckiness. The guy who played the nerd actually killed himself shortly after the flick was released. If you wanna rent the flick stop it after the prank and remember, choose life."
10,"Chase has created a true phenomenon with The Sopranos. Unfaltering performances, rock-solid writing, and some great music make up what has become quite possibly the best show ever.  All of the cast are strong, but Falco and Gandolfini earned every inch of those Emmy's. Anyone who doubts this need only sample a few episodes; particularly from the first few seasons. James Gandolfini is absolutely fierce, absolutely terrifying, and you still find yourself loving him - mesmerized by him.  Many people that I've spoken to about The Sopranos (who haven't seen it yet) will say ""I'm just not a fan of mafia movies/shows"". Whatever. Run - don't walk - and get it. Those same people usually love ""E.R."", but I bet they don't much care for hospitals... It's not about the context."
2,"This movie was boring!   Yes, there are a few funny moments and jokes, but you cannot base a whole movie on that!   The characters are too stereotyped, there is no real story - but short episodes with freaky side-characters, who are not freaky enough to make the plot genuine.  Shame, because most of the actors are acknowledged in Hungary, a mystery why they took the roles.   This is *not* a new hope for the Hungarian film. It was boring, though it was meant to be genuine or unique. They could have tried much more harder than this... 2 out of 10"
1,"This movie lacked... everything: story, acting, surprise, ingenuity and a soul. Fifteen minutes in, I was staring at the screen saying, ""How could all of these guys get together and consider themselves friends (even without the girl)?"" Another fifteen minutes in, I was praying for as much Amanda Peet as possible. When a bad movie quietly rears it's ugly head, eye candy is a nice consolation. But there wasn't much of that! Cheated on all fronts!"
8,I read some previous comments stating that this movie loses steam towards the end of the movie and also that it has a similar ending to Cape Fear. I completely disagree. I'm going to give a simple review for the normal moviegoers out there. I thought the casting was perfect. I thought this was one of Ed Harris's best performances. What an evil psychopath!!! I have a lot of respect for his acting after viewing his performance in this movie. I was riveted throughout this movie. If you like mystery thrillers then this definitely a movie you want to see. I also noticed a young Scarlett Johannson in this movie. This movie is filled with top stars and I highly recommend it!
8,"This was obviously the prototype for Mick Dundee but 'The Adventures of Barry McKenzie is funnier. I was amused throughout and laughed out loud plenty of times. Terrific central performance by Barry Crocker in the title role, an Australian who invades England to upset the poms with his free-flowing uncouth ways. Few Brits will be upset by Barry's frequently cruel observations on his hosts. The relationsip between the two countries is prickly but friendly and this is highlighted by the film's final line, delivered by a somewhat reluctant McKenzie as he boards the plane home. ""I was just starting to like the poms."""
7,"This was on at 2 or so In the morning one Saturday a few years ago, for various reasons I don't remember the entire story but what remains are the two standout performances from the central characters. Dom has had a unfortunate lot, manipulated & literally working a rubbish job, Eugene torn between personal aspirations and duty towards his sibling. Tom Hulce' Dom doesn't plead for sympathy - It comes naturally. Ray Liotta Is a universe away from Henry Hill, displaying a soft centre In what must feel a thankless position.  In many ways this deals with the dilemma many young carer's face - the past or the future. As It turns out, with some work the two can happily co-exist. Thoughtfully handled & sensitively played Dominick & Eugene Is difficult not to warm to."
9,"I just can't understand the negative comments about this film. Yes it is a typical boy-meets-girl romance but it is done with such flair and polish that the time just flies by. Henstridge (talk about winning the gene-pool lottery!) is as magnetic and alluring as ever (who says the golden age of cinema is dead?) and Vartan holds his own.  There is simmering chemistry between the two leads; the film is most alive when they share a scene - lots! It is done so well that you find yourself willing them to get together...  Ignore the negative comments - if you are feeling a bit blue, watch this flick, you will feel so much better. If you are already happy, then you will be euphoric.  (PS: I am 33, Male, from the UK and a hopeless romantic still searching for his Princess...)"
4,"A lot of horror fans seem to love Scarecrows, so I won't be very popular in saying that I found it to be rather boring. The idea behind it was interesting, but it seems to drag so much. I think the main problem is that it is all set in darkness. Sometimes horror films set in darkness can work (such as Humongous), but Scarecrows is in darkness for the whole film. A lot of the time it's hard to figure out what's actually happening, and although some shots of the scarecrows were creepy, most were hard to even see. If a little more lighting had been used, perhaps it could've been better.  There's not many films involving killer scarecrows to my knowledge, apart from Dark Night Of The Scarecrow, which is much better. I would recommend that over Scarecrows any day."
4,"This Charles outing is decent but this is a pretty low-key performance. Marlon Brando stands out. There's a subplot with Mira Sorvino and Donald Sutherland that forgets to develop and it hurts the film a little. I'm still trying to figure out why Charlie want to change his name. Every movie with ""Charles"" has been pretty bad."
9,"The father of the Who's alcoholic drummer, Keith Moon, was named Arthur. I found so many similarities between Dudley Moore and Keith Moon in this movie. Liza Minelli, who usually OVERACTS, did quite a good job in this one, and was able to turn cheek on Dudley Moore in every turn. Yes, I agree, Sir John stole absolutely every scene. It was a very ""different"" movie, enabling the viewer to have a glimpse into another life. We often try to catch a rerun of this movie on satellite. God rest Dudley Moore; this was such an enjoyable movie. Much satire and thumbs down to the rich and snobby/affluent. The close friendship between Moore and Sir John is rather endearing."
2,"Beautiful attracts excellent idea, but ruined with a bad selection of the actors. The main character is a loser and his woman friend and his friend upset viewers. Apart from the first episode all the other become more boring and boring. First, it considers it illogical behavior. No one normal would not behave the way the main character behaves. It all represents a typical Halmark way to endear viewers to the reduced amount of intelligence. Does such a scenario, or the casting director and destroy this question is on Halmark producers. Cat is the main character is wonderful. The main character behaves according to his friend selfish."
1,"I don't know where to start; the acting, the special effects and the writing are all about as bad as you can possibly imagine. I can't believe that the production staff reached a point where they said, ""Our job is done, time for it's release"". I'm just glad the first two in the series never made it as far as the UK. I would actually recommend watching this film just so you can appreciate how well made most films are.  I don't know how any of the other IMDb users could find it scary when the ""terrifying"" dinosaurs waddle down corridors with rubber arms flailing around."
4,"Yet another forgettable Warners foreign intrigue ""thriller,"" this is rendered even less enjoyable by the irritating presence of Lauren Bacall, who, without Humphrey Bogart's tender attentions to humanize her, comes off as her usual shrill, shallow self. Even master gigolo Charles Boyer cannot feign romantic interest in her."
7,"I have no idea how to describe this movie, and also would love to provide others the same opportunity I had - seeing it with no prior knowledge of what to expect. I enjoyed it immensely but can also say I barely understood what was going on, if in fact there was anything to understand in the first place. Fans of David Lynch (tangentially) or especially Guy Maddin films should particularly enjoy this, and any fans of the comic book EIGHTBALL will probably be beside themselves with joy and wonder (it came as close as any film I've seen to the tone and mood Dan Clowes creates so effectively).  One slight note just to warn anyone easily offended - this movie, if rated, would be NC-17 for sure. Fans of male full-frontal nudity, however...hmm, well...yes. This is weird wild stuff."
10,"As others have mentioned, all the women that go nude in this film are mostly absolutely gorgeous. The plot very ably shows the hypocrisy of the female libido. When men are around they want to be pursued, but when no ""men"" are around, they become the pursuers of a 14 year old boy. And the boy becomes a man really fast (we should all be so lucky at this age!). He then gets up the courage to pursue his true love."
1,"The beginning of this movie was good. It started to get really dumb after he told the people he wanted to kill himself. I think if I came from a little town like that I would be offended after seeing this movie. They made a lot of these people look dumb and crazy. How could these people have so little to do that they follow him around all day. A lot of times these people were telling him ways to kill himself like they were urging him to do it. How can so many people have little respect for other people? I also think they could have made a much better ending for this movie. There were some good parts to this movie also. Some people might like it, but I wouldn't recommend this to anyone."
1,"One night I was waiting for my friends to come back to the apt and ""Gymkata"" happened to be on; I watched way too much of it. It is indeed hilarious, and horrifying, really. Think about it this way--if in your job you had an idea for something this bad and went on to execute it in as terrible a fashion as this, how long exactly would you last? Not as long as this movie. It's a must-see, obviously."
2,"Hearing such praise about this play, I decided to watch it when I stumbled across it on cable. I don't see how this ""elivates"" women and their ""struggles"" by focusing on the topic at hand. I guess if you have an interest in stories about women's private parts and how it affects their lives, then this is for you. Otherwise, it's rather dull and boring. If anything, I found it a bit degrading.  I inquired with a female friend who also watched this and she thought it was horrible as well. So, it's not just a guy ""not getting it""."
2,"I understand this movie was made on a very low budget but that is no excuse for the monstrosity that is Grendel. Deathstalker, The Throne of Fire, Barbarian Queen, Conquest, the Invincible Barbarian were all done on shoestring budgets and poor special effects yet they still managed to create cult classics by adding some scantily clad women warriors and a good sense of humor. The primitive costumes, dark castles and beautiful Bulgarian landscape gave Grendel the potential to be a very good low budget sword and sorcery film, but the makers completely ruined this opportunity by using extremely poor CGI effects and colorless characters. Compare this film to Beowulf (1999). It may not be Citizen Kane but it is a good example of how an entertaining low budget sci-fi/ adventure movie can be made by using credible special effects and appealing characters."
4,"""How She Moves"" springs to life only when its high-energy, talented cast members are kicking up their heels and strutting their stuff for the camera. Otherwise, this stale strive-suffer-and-succeed story is low on energy, low on originality, and low on anything that might make the movie stand out from the dozens of other, likeminded films that have come before it.  Rutina Wesley has modest appeal as the academically gifted inner-city youngster who finds that the best way to raise her private school tuition money is by entering step-dance competitions, but both she and her fellow actors are poorly served by uninspired screen writing and undistinguished direction. As noted earlier, the movie achieves some spark when the performers are up on stage dancing, but such moments are far too few and sadly fleeting."
8,"I would have given this otherwise terrific series a full 10 vote if Claudia Black had not continued on in it! Her inclusion as the silly 'Vela' has brought the series down in my estimation. To bring her in as a regular at the same time as including Ben Browder to replace RDA was a mistake.  Unfortunately we were just reeling from the loss of 'Jack' and really didn't need this great series turned into new episodes of 'Farscape'.  I was a great fan of the film ""Stargate"" and when the series was first announced I had reservations that it could live up to the film, but after watching the first episode I have to admit I was hooked. I have always looked forward to new episodes with great anticipation"
1,"If I had known this movie was filmed in the exasperating and quease-inducing Dogme 95 style, I would never have rented it. Nevertheless, I took a dramamine for the seasickness and gave it a shot. I lasted a very, very, very long forty minutes before giving up. It's just boring, pretentious twaddle.  The last French movie I saw was ""Romance"" and it too was pretty dismal, but at least the camera was steady and not breathing down the necks of the characters all the time. I am baffled at the continuing popularity of Dogme 95 overseas -- it'll catch on in America about the same time as the next big outbreak of leprosy. (It's called Dogme 95 because that's the average number of times the actors are poked in the eye by the camera.)  "
10,"Really, I liked it. The premise was good, the story fit where both respective series left off, and here's my favorite part. Mary and Valerie aren't bitter! They aren't like others who become synonymous with a certain series and then refuse to talk about it, or do possible reunions (A prime example is Susan Dey, ""The Partridge Family""). In fact, Valerie was saying that she'd be thrilled to do another movie, and then Mary said the same thing later, so I would be on the look for another...but if that doesn't quite work out, then they can re-run this one."
2,"Oh my. I decided to go out to the cinemas with some friends, wanting to watch one of those mild, feel-good Christmas movies, and I walk out disgusted. The movie failed. Full-stop. Paul Giamatti who I consider as a good actor played his character and roll just horribly, along with Vince Vaughn who has always been a personal favourite of mine. They try and turn a Christmas movie, into some new-style. Sort of bad, mixed with good, but it all turned out very wrong. The first ten or so minutes weren't too bad, but once we saw Santa, it was over. It didn't get any better, the rate stayed the same, there was NO character development, and certainly is one of the worst Christmas movies ever invented. Don't watch it, whatever you do."
7,"It appears even the director doesn't like this film,but for me I think he's being a bit harsh on himself.  Sure it's not perfect, but there are some atmospheric shots,and the story is good enough to keep you interested throughout.  It's shot in what appears to be quite a pretty village which adds to the atmosphere as well.  If you like horror films shot in England, give it a go.  I have just seen a trailer for this directors latest film 'The Devil's Chair' which looks quite amazing.  There aren't enough English horror films for me, so any that come along deserve our attention, and this one isn't as bad as you may think"
9,"The thing I remember most about this film is that it used to air on local KTLA TV (Ch. 5) during every Christmas season during the mid to late 70s, mainly due to the fact that the true story took place on or near Christmas Eve. It was always a bit disturbing to see the hell that this girl goes through, being the lone survivor of a plane crash in the Peruvian jungle. The graphic scene of this young girl pulling leeches out of her infected leg made quite an impression on this young viewer. Not quite the kind of Christmas cheer I was used to seeing at the time. Definitely not a Rankin-Bass production."
7,"I recently saw I.Q. and even though I'm not a romantic comedy type of gal, I think that it was just a nice and sweet movie to watch. So many movies in my opinion lack honesty. You know that feeling when you're watching a movie and you just feel robbed because it's taking something from the story and it was like the director just threw it together like it was trash? The story between the scientists is a sweet and funny one. How they stuck together and they tried to help Tim Robbins character become smart. I liked the love story between Tim and Meg because it was simple and brought up a good point when it comes to love, ""nothing is what it seems"". I would recommend this for a Sunday morning.  7/10"
1,The Lack of content in this movie amazed me the most. First i though that people was going to compare this to Rock On! but i'm really surprised myself to say that this was worst than Rock On! So-so story Horrible cast Ajay Devgan Jamming with Salman Khan and Asin you gotta be kidding me. The music was Okay Khanabadosh was the track of the movie the rest was bad! Vipul Shah hasn't still learn from Singh is King's critically bashed comedy. Now Asin.. where do she come from sorry for Asin's fan out there but she suck*d big time in this movie seriously bad acting she didn't look good at all overdose of make-up! My final verdict go watch Aladin with your family instead wasting your time here.
